Country,Country_code,Year,Sex,Age_standardised_rate,Data_flag,Source
Estonia,EE,2022,Total,574.96,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Estonia,EE,2023,Females,414.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Estonia,EE,2023,Males,708.56,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Estonia,EE,2023,Total,521.57,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2015,Females,286.07,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2015,Males,474.15,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2015,Total,364.05,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2016,Females,279.5,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2016,Males,474.91,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2016,Total,360.2,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2017,Females,263.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2017,Males,449.57,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2017,Total,340.72,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2018,Females,251.32,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2018,Males,440.81,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2018,Total,329.35,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2019,Females,238.52,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2019,Males,414.14,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2019,Total,310.94,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2020,Females,231.03,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2020,Males,412.92,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2020,Total,306.77,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2021,Females,231.55,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2021,Males,406.73,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2021,Total,303.95,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2022,Females,234.99,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2022,Males,413.55,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2022,Total,310.21,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2023,Females,230.53,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2023,Males,404.45,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Finland,FI,2023,Total,303.82,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2015,Females,163.66,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2015,Males,263.48,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2015,Total,204.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2016,Females,155.93,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2016,Males,254.02,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2016,Total,196.14,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2017,Females,151.18,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2017,Males,246.8,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2017,Total,190.4,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2018,Females,147.34,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2018,Males,241.46,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2018,Total,186.11,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2019,Females,138.98,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2019,Males,227.33,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2019,Total,175.48,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2020,Females,130.67,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2020,Males,220.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2020,Total,167.68,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2021,Females,132.4,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2021,Males,222.31,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2021,Total,169.92,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2022,Females,135.4,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2022,Males,221.82,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2022,Total,171.57,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2023,Females,128.81,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2023,Males,210.39,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
France,FR,2023,Total,163.26,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Georgia,GE,2023,Females,461.07,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Georgia,GE,2023,Males,762.73,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Georgia,GE,2023,Total,580.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2015,Females,353.52,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2015,Males,489.57,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2015,Total,412.95,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2016,Females,323.3,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2016,Males,457.36,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2016,Total,381.33,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2017,Females,321.79,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2017,Males,455.19,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2017,Total,379.97,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2018,Females,317.22,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2018,Males,445.57,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2018,Total,373.63,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2019,Females,295.51,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2019,Males,418.42,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2019,Total,349.87,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2020,Females,292.03,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2020,Males,419.87,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2020,Total,348.27,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2021,Females,288.49,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2021,Males,416.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2021,Total,345.05,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2022,Females,302.86,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2022,Males,436.94,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2022,Total,361.47,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2023,Females,292.26,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2023,Males,423.98,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Germany,DE,2023,Total,349.67,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2015,Females,337.52,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2015,Males,426.64,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2015,Total,381.32,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2016,Females,311.4,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2016,Males,393.14,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2016,Total,351.46,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2017,Females,321.07,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2017,Males,410.62,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2017,Total,364.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2018,Females,295.86,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2018,Males,383.27,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2018,Total,337.71,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2019,Females,285.04,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2019,Males,374.45,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2019,Total,327.58,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2020,Females,294.26,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2020,Males,380.76,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2020,Total,335.13,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2021,Females,290.56,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2021,Males,394.32,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2021,Total,339.51,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2022,Females,276.36,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2022,Males,379.11,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2022,Total,324.63,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2023,Females,249.0,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2023,Males,348.14,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Greece,EL,2023,Total,297.91,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2015,Females,677.77,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2015,Males,936.01,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2015,Total,782.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2016,Females,626.47,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2016,Males,902.32,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2016,Total,737.59,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2017,Females,646.66,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2017,Males,922.64,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2017,Total,758.78,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2018,Females,628.84,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2018,Males,897.02,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2018,Total,738.72,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2019,Females,607.55,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2019,Males,867.22,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2019,Total,714.81,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2020,Females,622.64,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2020,Males,884.65,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2020,Total,731.41,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2021,Females,606.73,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2021,Males,886.19,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2021,Total,722.84,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2022,Females,621.64,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2022,Males,891.37,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2022,Total,732.11,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2023,Females,600.56,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2023,Males,869.47,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Hungary,HU,2023,Total,710.19,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2015,Females,270.19,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2015,Males,398.19,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2015,Total,324.91,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2016,Females,244.53,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2016,Males,408.59,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2016,Total,315.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2017,Females,233.16,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2017,Males,349.54,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2017,Total,285.92,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2018,Females,212.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2018,Males,321.72,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2018,Total,261.56,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2019,Females,223.39,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2019,Males,332.99,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2019,Total,273.77,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2020,Females,224.88,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2020,Males,305.93,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2020,Total,262.46,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2021,Females,209.96,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2021,Males,303.9,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2021,Total,252.44,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2022,Females,210.42,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2022,Males,312.35,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2022,Total,259.69,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2023,Females,190.78,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2023,Males,311.9,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Iceland,IS,2023,Total,244.66,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2015,Females,271.29,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2015,Males,393.52,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2015,Total,327.13,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2016,Females,252.81,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2016,Males,376.16,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2016,Total,309.01,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2017,Females,231.62,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2017,Males,344.54,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2017,Total,284.2,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2018,Females,223.62,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2018,Males,338.66,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2018,Total,277.91,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2019,Females,209.38,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2019,Males,314.68,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2019,Total,258.41,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2020,Females,200.4,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2020,Males,294.51,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2020,Total,245.3,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2021,Females,203.55,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2021,Males,297.61,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2021,Total,248.17,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2022,Females,221.56,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2022,Males,317.35,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2022,Total,266.5,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2023,Females,203.09,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2023,Males,306.06,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Ireland,IE,2023,Total,250.46,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2015,Females,283.52,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2015,Males,392.59,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2015,Total,328.87,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2016,Females,253.49,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2016,Males,356.79,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2016,Total,296.22,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2017,Females,260.5,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2017,Males,363.41,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2017,Total,303.39,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2018,Females,241.62,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2018,Males,338.37,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2018,Total,282.29,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2019,Females,231.98,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2019,Males,324.53,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2019,Total,270.74,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2020,Females,241.3,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2020,Males,335.02,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2020,Total,281.14,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2021,Females,229.09,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2021,Males,317.7,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2021,Total,266.89,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2022,Females,232.87,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2022,Males,319.77,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2022,Total,270.3,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Italy,IT,2023,Females,211.77,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
